,ID,long_dist,speed,speed_diff
0,0.0,0.0,0.0,0.0
1,0.0,5.023239253092529,4.3,0.29621707363773897
2,0.0,5.0232392530925285,3.3,0.0
3,0.0,5.02323925309253,3.3,0.0
4,0.0,5.02323925309253,3.3,0.0
5,0.0,5.02323925309253,3.3,0.0
6,0.0,5.02323925309253,3.3,0.0
7,0.0,5.02323925309253,4.3,0.0
8,0.0,5.02323925309253,4.3,0.0
9,0.0,5.023239253092527,3.3,0.0
10,0.0,5.023239253092527,4.3,0.0
11,0.0,5.023239253092527,3.3,0.0
12,0.0,5.023239253092527,4.3,0.0
13,0.0,5.023239253092527,3.3,0.0
14,0.0,5.023239253092527,3.3,0.0
15,0.0,5.023239253092527,4.3,0.0
16,0.0,5.023239253092534,4.3,0.0
17,0.0,5.023239253092527,4.3,0.0
18,0.0,5.023239253092527,3.3,0.0
19,0.0,5.023239253092527,3.3,0.0
20,0.0,5.023239253092527,3.3,0.0
21,0.0,5.023239253092527,4.3,0.0
22,0.0,5.023239253092527,4.3,0.0
23,0.0,5.023239253092527,4.3,0.0
24,0.0,5.023239253092527,4.3,0.0
25,0.0,5.023239253092527,4.3,0.0
26,0.0,5.023239253092527,3.3,0.0
27,0.0,5.023239253092527,3.3,0.0
28,0.0,5.023239253092527,3.3,0.0
29,0.0,5.023239253092527,3.3,0.0
30,0.0,5.023239253092527,3.3,0.0
31,0.0,5.023239253092527,3.3,0.0
32,0.0,5.023239253092527,3.3,0.0
33,0.0,5.023239253092541,4.3,0.0
34,0.0,5.023239253092555,4.3,0.0
35,0.0,5.023239253092555,3.3,0.0
36,0.0,5.023239253092555,4.3,0.0
37,0.0,5.023239253092555,4.3,0.0
38,0.0,5.023239253092555,3.3,0.0
39,0.0,5.023239253092555,3.3,0.0
40,0.0,5.023239253092555,4.3,0.0
41,0.0,5.023239253092555,3.3,0.0
42,0.0,5.023239253092555,3.3,0.0
43,0.0,5.023239253092555,3.3,0.0
44,0.0,5.023239253092555,3.3,0.0
45,0.0,5.023239253092555,4.3,0.0
46,0.0,5.023239253092555,3.3,0.0
47,0.0,5.023239253092555,3.3,0.0
48,0.0,5.023239253092555,4.3,0.0
49,0.0,5.023239253092555,4.3,0.0
50,0.0,5.023239253092555,4.3,0.0
51,0.0,5.023239253092555,4.3,0.0
52,0.0,5.023239253092555,4.3,0.0
53,0.0,5.023239253092555,3.3,0.0
54,0.0,5.032275097092565,3.2909641560000003,-0.009035843999999571
55,0.0,5.065451624092589,4.266823473,-0.03317652700000018
56,0.0,5.115508230092587,4.249943394,-0.05005660600000006
57,0.0,5.170030040092598,3.24547819,-0.05452180999999978
58,0.0,5.227437701092612,4.242592339,-0.057407661000000054
59,0.0,5.257453395092625,4.269984306,-0.03001569400000026
60,0.0,5.277079803092647,4.280373592,-0.019626407999999707
61,0.0,5.282121947092662,4.294957856,-0.005042143999999915
62,0.0,5.302207060092684,3.2799148870000003,-0.020085112999999488
63,0.0,5.313690345092681,4.288516715,-0.011483284999999732
64,0.0,5.3493770310927005,4.264313314,-0.03568668600000002
65,0.0,5.420314116092726,3.229062915,-0.07093708499999973
66,0.0,5.549089875092733,3.171224241,-0.12877575899999982
67,0.0,5.722316663092727,4.126773212,-0.17322678800000002
68,0.0,5.937090373092758,4.08522629,-0.21477371000000023
69,0.0,6.177412833092774,4.05967754,-0.2403224599999998
70,0.0,6.537362066092783,2.940050767,-0.35994923300000004
71,0.0,6.903950625092818,3.9334114409999996,-0.3665885590000002
72,0.0,7.333536735092821,2.87041389,-0.4295861099999998
73,0.0,7.800001374092858,2.833535361,-0.4664646389999998
74,0.0,8.317082610092882,3.7829187639999997,-0.5170812360000001
75,0.0,8.857122054092883,3.7599605560000002,-0.5400394439999996
76,0.0,9.407818959092879,2.749303095,-0.5506969049999997
77,0.0,9.952156786092871,3.755662173,-0.5443378269999997
78,0.0,10.511824467092879,3.740332319,-0.5596676809999996
79,0.0,11.089214368092883,3.7226100989999997,-0.5773899010000001
80,0.0,11.691013442092867,2.698200926,-0.6017990739999997
81,0.0,12.3038427270929,3.6871707149999997,-0.6128292850000001
82,0.0,12.93555585609289,3.6682868710000003,-0.6317131289999995
83,0.0,13.582091022092925,3.653464834,-0.6465351659999996
84,0.0,14.250925918092946,3.631165104,-0.6688348959999999
85,0.0,14.931968738092962,3.6189571799999998,-0.68104282
86,0.0,15.650222725092988,3.581746013,-0.7182539869999998
87,0.0,16.367107022093023,3.583115703,-0.716884297
88,1.0,2.0877773789350362,4.3,0.0
89,1.0,2.436819079935038,3.038735677935036,-0.349041701
90,1.0,3.0310975158700764,3.1425406440000003,-0.5942784359350375
91,1.0,4.320912294870077,3.010185221,-1.2898147789999999
92,1.0,5.744693745870077,1.8762185489999998,-1.423781451
93,1.0,7.272980677870077,1.771713068,-1.5282869319999999
94,1.0,8.894250556870077,1.678730121,-1.6212698789999997
95,1.0,10.551961316870077,1.6422892400000002,-1.6577107599999996
96,1.0,12.182439723870075,1.6695215929999998,-1.630478407
97,1.0,13.755230200870074,1.727209523,-1.5727904769999999
98,1.0,15.22217812487007,2.833052076,-1.4669479239999998
99,1.0,16.509518479870067,3.0126596450000003,-1.2873403549999995
100,1.0,17.61187641687006,3.197642063,-1.1023579369999998
101,1.0,18.56718141987006,3.3446949970000004,-0.9553050029999994
102,1.0,19.42558482187006,2.4415965980000003,-0.8584034019999995
103,1.0,20.294774332870055,2.4308104889999997,-0.8691895110000001
